ability_id,original_ability,side,supply_occurrences,supply_file_count,demand_occurrences,demand_record_count,supply_evidence_sample,demand_evidence_sample,demand_job_sample
2459,港口航道工程质量控制与验收能力,demand,0,0,1,1,,负责项目图纸会审，办理设计变更、技术核定、现场签证索赔等工作；组织解决项目中的技术质量难题，负责整个项目现场质量的把控及验收工作,项目总工（技术负责人）
2460,港口航道投资项目全过程管理能力,demand,0,0,1,1,,负责投资项目建设管理制度的建立；负责制定投资项目管理目标和年度投资计划；负责投资项目建设管理工作，包括工程进度、安全、质量和环保等工作；5年以上设计规划、项目管...,中国铁建港航局集团投资事业部建设管理部 部长/副部长
2461,港口航道水工工程管理能力,demand,0,0,1,1,,负责大铲湾二期项目疏浚、水工结构的现场管理；疏浚和水工结构的质量、进度、造价控制的管理；协助地基处理的管理。,水工工程师
2462,港口航道水工结构设计能力,demand,0,0,1,1,,从事水工结构、总平面设计工作,水利工程师
2463,港口航道水运项目咨询评价及管理能力,demand,0,0,1,1,,负责开展港口航道等水运项目的咨询评价项目；承担项目的沟通、报告编制等工作；参与项目汇报评审，统筹协调项目开展过程中的人员调配工作,港口航道评价项目经理（航评）
2464,港口航道等工程项目管理能力,demand,0,0,1,1,,具有相当工程施工管理经验，熟悉钢结构施工，对工程项目进度控制、各项风险管控能力强者优先。,项目经理
2465,港口航道给排水工程设计能力,demand,0,0,1,1,,负责工程项目中的排水施工图设计管理工作；负责编写排水技术要求，检查设计及施工图纸,专业管理岗（水工专工）
2466,港口航道计量系统运维管理能力,demand,0,0,1,1,,负责监控计量系统设备运行，对计量系统工艺流程、计量设备、阀门运行状态进行监督，并对进行日常维护,运行岗（计量员）
2467,港口船舶作业管理能力,demand,0,0,1,1,,负责安排到港船舶的装卸工作、合理安排场内操作人员工作、协调联检部门、船公司、报关公司、货物的安全性监督工作、做好与船方货物交接各项工作,中控理货员
2468,港口船舶自动化电气方案拓展能力,demand,0,0,1,1,,熟悉各行业的自动化和数字化产品及方案应用；主要对接的产品：工程传动变频器、高压变频器、低压变频器、伺服、PLC、电机、物联网等工业自动化产品；有储能、冶金、化工...,售前技术拓展工程师
2469,港口船舶调度与物流协调能力,demand,0,0,1,1,,收集整理所管辖网点船舶在途信息、船舶到港时间、外围船舶信息等；协调落实泊位靠泊，离港，跟踪船舶作业时效、进度；处理装、卸船现场异常。,船务专员（南宁）
2470,港口船舶配载与操作管理能力,demand,0,0,1,1,,负责与港口、外轮沟通船舶靠泊计划、配载方案、绑扎方案等，指导和及时协调船舶配载计划；负责监督工程项目件杂货港口操作,码头经理
2471,港口船舶配载与调度能力,demand,0,0,1,1,,负责靠泊船舶的编箱计划，使其以合理的方式进行配载；上船与大副进行必要的交流，以保证装卸箱的正确性，确保作业平稳、高效。,初级策划员（操作）-C3982X
2472,港口船舶配载策划能力,demand,0,0,1,1,,负责靠泊船舶的编箱计划，使其以合理的方式进行配载；与船公司的操作人员合作，为其提供优质服务；上船与大副进行必要的交流，以保证装卸箱的正确性。,初级策划员（操作）-C3982X
2473,港口装卸工艺设计与组织能力,demand,0,0,1,1,,负责重点物资、重点船、重大件、特殊货种的装卸组织工作，制定装卸工艺方案或作业指导书并负责监督执行,港口调度室主任（印尼） (MJ003389)
2474,港口装卸工艺设计能力,demand,0,0,1,1,,负责工艺方案设计及施工图设计；负责投标工程量编制及投标文件编制，参与投标工作；负责项目全过程技术支持。,港口装卸工艺设计工程师
2475,港口规划布置与装卸工艺设计能力,supply,1,1,0,0,能够基于勘察、统计方法给出港口航道与海岸工程的规划设计；核心课程包括港口规划与布置、装卸工艺与智慧港口。,,
2476,港口计量系统运维管理能力,demand,0,0,1,1,,负责监控计量系统设备运行，对计量系统工艺流程、计量设备、阀门运行状态进行监督，并对进行日常维护,运行岗（计量员）
2477,港口设备技术台账管理与计划安排能力,demand,0,0,1,1,,负责设备运行过程中技术台账建立、日常运维计划安排等工作,电气工程师
2478,港口设备电气系统设计能力,demand,0,0,1,1,,编制项目电气原理图、控制原理图、电气操作使用说明书、调试手册；有港口设备、起重设备、斗轮堆取料设备调试经验优先,电气工程师
2479,港口设备电气调试能力,demand,0,0,1,1,,在偏远地区执行项目调试；熟练掌握西门子S7系列PLC编程、组态、有西门子、ABB变频系统调试能力,电气工程师
2480,港口设备管理信息化实施能力,demand,0,0,1,1,,负责设备管理信息化项目的驻场实施工作；熟悉冶金、矿山、港口、化工、市政等至少1个行业的设备管理业务；具有3年以上设备管理信息化项目实施经验,设备管理软件实施经理
2481,港口设备管理能力,demand,0,0,1,1,,具备扎实的港口设备专业知识和设备“管、用、养、修”经验。,电气工程师
2482,港口设备维修保养能力,demand,0,0,1,1,,按照各种动力设备、配件的维修技术规范和工艺要求进行维修、保养、抢修作业；熟悉港口设备维修、保养工作或具备汽修工作经验者优先考虑。,机械维修工
2483,港口设备设施管理能力,demand,0,0,1,1,,熟悉港口设备、设施的相关法律法规；熟悉港口安全生产知识；熟练掌握港口设备、设施的管理办法,工程管理岗
2484,港口设备运行成本控制能力,demand,0,0,1,1,,协助经理控制设备运行成本。,电气工程师
2485,港口调度协调能力,demand,0,0,1,1,,负责向港口调度申报计划申报船舶的到港时间，装卸箱量，航线；协调码头调度，保障船舶顺利进港靠泊,现场操作
2486,港口货物堆存管理能力,demand,0,0,1,1,,根据船舶到港计划，合理安排货物堆存并在现场监管；确保煤炭在堆场期间的安全，对货物堆存、出库、垛位垛形整理等进行管理,理货员
2487,港口货物操作与现场管理能力,demand,0,0,1,1,,负责港口现场的工作安排，检查监督现场作业环节，保证服务质量；巡查代理货物的堆存保管情况，确保货物在港期间的安全,物流操作外勤（广东湛江）
2488,港口货物收发与现场监督管理能力,demand,0,0,1,1,,负责港口货物收发、巡视检查，并对现场收发货情况及时反馈，上交材料单据；出差至公司各合作港口进行货物收发及装船监督,物流专员
2489,港口货物验收与操作管理能力,demand,0,0,1,1,,负责严格执行货物数、质量验收管理制度；组织对到港货物的检验；负责港口集装箱装箱、拆箱、仓储、件杂货装船等港口作业全程监控和应急处置,码头管理科科长
2490,港口货物验收与质量管理能力,demand,0,0,1,1,,负责严格执行货物数、质量验收管理制度，并对制度流程提出改进建议；按照集港计划，组织对到港货物的检验，包括包装质量、发运标识、件数、尺寸、重量、出口装箱单唛头等文...,码头管理科科长
2491,港口起重设备与电气设备维修能力,demand,0,0,1,1,,根据班组的工作计划，认真做好供电范围内起重设备和电气设备的日常保养与维修工作,电工
2492,港口起重设备电气运维与改造能力,demand,0,0,1,1,,负责港口起重设备（如岸边集装箱起重机、轮胎式龙门吊起重机等）电气日常检查、运行维护、技术改造等相关工作,电气工程师
2493,港口起重设备设计能力,demand,0,0,1,1,,主持或参与工厂、港口、货栈用及特种起重设备及运输设备设计任务,起重机设计(J10453)
2494,港口软件项目开发管理能力,demand,0,0,1,1,,具有3年以上港口领域从业经历，1年以上项目管理经验，熟悉自动化港口作业、港口信息化建设、企业数字化转型等；具有一定的软件开发经验，掌握至少一门开发语言及数据库，...,项目经理（智慧港口）
2495,港口运营与管理能力,supply,1,1,0,0,港口经济与管理、港口工程与规划、集装箱码头业务、港口机械与装卸工艺、港口物流系统仿真等课程,,
2496,港口远控设备网络运维能力,demand,0,0,1,1,,负责分管远控设备网络环境的日常维修保养计划及实施；负责分管区域的网络环境的技术规范和维修规程的推行和执行监督；有港口设备维修经验优先。,自动化网络工程师
2497,港口道路堆场工程设计能力,demand,0,0,1,1,,负责国内外的海港及内河码头等工程项目的道路堆场工程铺面结构专业设计,道堆专业设计岗
